sr_no;id_number; reference_number; sender_name; sender_address_line1;sender_address_line2;sender_address_line3; sender_contact; recipient_name; recipient_address_line1;recipient_address_line2;recipient_address_line3; recipient_contact;estimated_days; from_branch_id; to_branch_id; price;date_and_time;delivery_status;transporter;
51872;2003052;2020122636; Imaran Badami; H.No. 410; Ram Street; Tirunelveli 946808; +91 7320953624; Eta Borah;142; Trivedi; Bardhaman 526063; +91 8946621020;1;4;15;664; 2020-12-30 15:08:18;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51873;2003053;2020122777; Max Dey; 01/73; Rao Marg; Uluberia 808166; +91 6925811561; Anirudh Chada;257; Sehgal Ganj; Tadipatri 824026; +91 9806815024;1;20;7;4206; 2020-12-30 02:49:06;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51874;2003054;2020121855; Saksham Arya; 56/81; Taneja Nagar; Dehradun 222636; +91 6004362883; Harshil Lata; 01/51; Nazareth Chowk; Satara-762072; +91 6109818705;2;147;43;4375; 2020-12-29 21:17:47;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51875;2003055;2020122449; Sai Biswas; H.No. 32; Batta Circle; Hazaribagh 306464; +91 7148653295; Januja Sankar; 84/981; Dasgupta; New Delhi 536031; +91 6439058294;1;150;96;605; 2020-12-29 00:51:09;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51876;2003056;2020120674; Rishi Chandra; H.No. 53; Pillay; Siliguri-849001; +91 8273871240; Theodore Kamdar;7; Bhagat Street; Parbhani 587448; +91 8742201147;2;128;6;1844; 2020-12-28 18:00:51;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51877;2003057;2020120891; Upasna Dasgupta; H.No. 192; Bhatti Road; Chandigarh 443718; +91 8303036715; Chaaya Date; H.No. 82; Sankaran Chowk; Saharsa 032977; +91 6345883779;1;76;90;2013; 2020-12-28 15:33:31;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51878;2003058;2020123760; Isha Seshadri; H.No. 952; Dyal Chowk; Alwar 534807; +91 9959757392; Tara Verma; H.No. 63; Chawla Marg; Varanasi 917678; +91 8076075888;1;18;130;1179; 2020-12-28 08:08:15;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51879;2003059;2020121067; Bhanumati Dasgupta; H.No. 668; Dani Circle; Bokaro-583732; +91 9434163886; Ikbal Ganesan; H.No. 231; Madan Zila; Tadipatri-883553; +91 9333596673;2;52;67;4613; 2020-12-28 01:58:56;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51880;2003060;2020122380; Eshana Goswami;33; Pal Road; Kolhapur 681425; +91 8722121325; Hitesh Golla; H.No. 56; Bhandari Street; Kota 822441; +91 7565486883;2;7;7;1033; 2020-12-27 20:24:21;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51881;2003061;2020122908; Anjali Dugar; H.No. 72; Om Circle; Guntur 406094; +91 7644034383; Yauvani Iyer;23; Jain Nagar; Lucknow 015946; +91 7390343078;1;46;103;3961; 2020-12-27 10:00:08;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51882;2003062;2020123392; Amara Kata; H.No. 50; Dara Chowk; Kurnool 480651; +91 8534923030; Dayamai Dugal; 46/931; Kata Circle; Tirunelveli-888105; +91 6132849043;2;124;34;4747; 2020-12-26 18:00:54;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51883;2003063;2020122947; Rohan Suri; 79/12; Saini Road; Malda-433304; +91 6390864793; Zansi Ranganathan; 47/21; Wali Marg; Dhanbad-510681; +91 8828135916;1;96;121;5146; 2020-12-26 06:23:22;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51884;2003064;2020125089; Zilmil Ramaswamy; 16/04; Rama Marg; Jaunpur-582080; +91 9234204990; Amara Lal;94; Mohanty Path; Mehsana-480949; +91 9543810103;1;6;139;1138; 2020-12-26 04:31:59;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51885;2003065;2020124811; Chaman Sarkar; 57/767; Taneja Chowk; Chandrapur-964012; +91 9589601827; Yashasvi Sandhu; H.No. 23; Ratta; Thoothukudi 000439; +91 6690633051;1;99;130;2443; 2020-12-24 22:20:04;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51886;2003066;2020121326; Sanaya Om; 07/348; Wadhwa Ganj; Anantapuram-419829; +91 6056099005; Vanya Mutti; 62/83; Kaul Ganj; Firozabad-013869; +91 9049983102;1;131;76;3373; 2020-12-24 17:43:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51887;2003067;2020120366; Arya Dua;872; Wable Path; Mangalore 683032; +91 8438338236; Ayush Badami;82; Rattan Marg; Gopalpur 572458; +91 8210852527;1;26;42;5048; 2020-12-23 13:04:07;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51888;2003068;2020122601; Upkaar Sibal;890; Choudhary Path; Gangtok 294815; +91 7932836433; Raagini Wadhwa;648; Puri Ganj; Cuttack 868996; +91 6688579189;2;122;89;6273; 2020-12-23 09:43:08;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51889;2003069;2020122732; Yagnesh Shenoy; 79/98; Sawhney Circle; Sambalpur 276836; +91 6162663526; Amara Sachdeva;24; Dube Street; Haldia 310018; +91 6042177421;1;77;102;4151; 2020-12-23 03:20:12;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51890;2003070;2020122678; Oscar Bains; 08/051; Bahri Road; Hospet-852292; +91 9004097234; Ira Comar;38; Nagarajan Nagar; Shimla-484337; +91 9792865217;1;19;6;4933; 2020-12-23 02:10:46;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51891;2003071;2020121120; Orinder Singh; 40/67; Mohan Street; Latur-871246; +91 7911821788; Pranit Vora;36; Goswami Path; Sagar-422590; +91 9569891022;2;109;124;3746; 2020-12-22 11:42:41;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51892;2003072;2020120115; Kalpit Keer; H.No. 40; Sabharwal Road; Bhiwani-007077; +91 8083267576; Qasim Rout;306; Natarajan Zila; Asansol-485147; +91 8836675562;2;19;60;12099; 2020-12-22 10:18:22;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51893;2003073;2020123476; Guneet Gara; 81/103; Ramesh Ganj; Bharatpur-756314; +91 6752864564; Girindra Datta;88; Chaudry Street; Farrukhabad 090267; +91 6293463895;1;23;21;1824; 2020-12-21 15:58:21;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51894;2003074;2020125246; Ranbir Iyer; 65/747; Zachariah Zila; Serampore-736590; +91 8155841444; Chameli Chhabra; H.No. 81; Shenoy Zila; Aurangabad 878539; +91 8448258368;1;107;84;6118; 2020-12-21 14:19:08;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51895;2003075;2020124005; Unnati Pall; 30/98; Viswanathan Ganj; Dindigul 172183; +91 8257825537; Harinakshi Pal; H.No. 64; Shenoy Circle; Mathura-363145; +91 6660750619;2;48;104;1567; 2020-12-21 13:31:42;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51896;2003076;2020123084; Caleb Sawhney;33; Bala Road; Baranagar 631417; +91 8876342880; Nitesh Mishra; H.No. 534; Magar Street; Fatehpur 881677; +91 6297253881;1;84;2;1825; 2020-12-21 09:58:19;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51897;2003077;2020120288; Falguni Krishnamurthy; 53/736; Kapoor Nagar; Latur-084528; +91 7726656830; Naksh Sehgal;501; Rattan Circle; Raipur-079273; +91 9875207464;2;144;46;5126; 2020-12-18 22:54:49;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51898;2003078;2020124074; Guneet Kamdar; 27/307; Tara Zila; Kochi-996492; +91 6527839897; Daniel Chakraborty;20; Mittal Street; Dehri-110714; +91 9009672474;2;24;33;3076; 2020-12-18 21:02:49;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51899;2003079;2020123166; Dipta Dani; H.No. 79; Deo Street; Katihar-216330; +91 8784385414; Libni Pillay; H.No. 604; Issac Nagar; Shahjahanpur-474954; +91 6264739497;1;48;45;6925; 2020-12-18 14:44:49;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51900;2003080;2020123214; Gunbir Bahl; H.No. 42; Rout Nagar; Mau 096680; +91 8935632332; Geetika Parmer; 88/26; Bora; Kadapa 018501; +91 7411247410;2;38;27;384; 2020-12-18 01:26:17;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51901;2003081;2020120787; Eta Bhasin;35; Bhavsar Marg; Belgaum-298885; +91 8972159317; Isha Chad;8; Bhakta Ganj; Katni 121000; +91 6823547979;1;92;150;3946; 2020-12-18 01:08:31;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51902;2003082;2020120643; Nihal Bassi; H.No. 03; Sandal Nagar; Jaunpur-280085; +91 7187625610; Upkaar Krishnan; H.No. 29; Kuruvilla Circle; Jamshedpur-692429; +91 9771733039;2;128;140;5985; 2020-12-17 10:30:30;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51903;2003083;2020122702; Reva Kibe; H.No. 84; Chander Marg; Navi Mumbai 073820; +91 9400048869; Girish Ravel; 62/71; Bora Nagar; Ongole 689846; +91 9240364834;2;3;95;650; 2020-12-16 19:16:52;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51904;2003084;2020123303; Ayaan Subramaniam; H.No. 155; Mukherjee; Dhule 538924; +91 9470497824; Ekaraj Bansal;31; Sengupta Street; Mira-Bhayandar 388708; +91 6775708471;2;71;106;1697; 2020-12-16 08:27:57;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51905;2003085;2020123381; Mekhala Dani;19; Narayan Chowk; Sri Ganganagar-567352; +91 9331041951; Meera Arora; H.No. 43; Verma Circle; Belgaum-806069; +91 8991942094;2;142;37;2279; 2020-12-16 07:56:04;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51906;2003086;2020121964; Nachiket Rastogi; 42/520; Ravi Road; Warangal 308407; +91 9034326424; Ronith Bhakta; 65/97; Dass Marg; Patna-704337; +91 9990171777;1;111;35;3763; 2020-12-16 06:30:05;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51907;2003087;2020120812; Mahika Mukherjee; H.No. 12; Savant; Ballia-672975; +91 8462697022; Sudiksha Buch;20; Gera Chowk; Mirzapur 286628; +91 9213713775;2;5;93;4154; 2020-12-16 06:05:10;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51908;2003088;2020124423; Rehaan Sengupta;135; Oza Circle; Kharagpur-278969; +91 6398289135; Ekiya Dar; H.No. 785; Karan Path; Mehsana-949924; +91 7240802225;1;111;72;6859; 2020-12-16 05:32:08;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51909;2003089;2020125177; Jeet Nayak; 20/982; Devi Path; Jhansi 080997; +91 8988561193; Thomas Wali; H.No. 87; Kara Marg; Bidar 903997; +91 9197098202;2;101;149;3102; 2020-12-16 03:33:27;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51910;2003090;2020125009; Divya Narasimhan;599; Bajwa Nagar; Srikakulam 790637; +91 9473299029; Simon Mammen; 39/57; Pingle Ganj; Purnia-039225; +91 8031398198;2;117;93;1665; 2020-12-16 00:24:26;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51911;2003091;2020124093; Odika Kant;611; Wali Street; Panchkula-875492; +91 7943457967; Vrinda Sule; 86/416; Saraf Street; Kalyan-Dombivli-625800; +91 9246847250;1;74;64;6093; 2020-12-15 04:29:01;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51912;2003092;2020124516; Widisha Andra; 78/29; Kashyap Marg; Surendranagar Dudhrej 986916; +91 7707066519; Atharv Roy; 63/726; Handa Chowk; Anantapuram-846278; +91 6419654262;2;91;88;3199; 2020-12-14 19:30:52;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51913;2003093;2020120376; Vasudha Dara;51; Zachariah Road; Tenali 709459; +91 9549972579; Mitesh Chahal; H.No. 028; Singhal Circle; Nadiad-437552; +91 6682852885;1;29;125;5799; 2020-12-14 09:57:41;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51914;2003094;2020121046; Quincy Gera; 61/40; Soman Road; Srinagar 994244; +91 7885251104; Charles Ravi;20; Sachdeva; Pali-718938; +91 7716751778;1;118;12;1159; 2020-12-14 05:14:05;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51915;2003095;2020124770; Gayathri Shah; H.No. 701; Vora Chowk; Kurnool 651489; +91 8674766089; Tamanna Das; 34/407; Narayanan Path; Bilaspur-454335; +91 9264502698;2;41;79;6325; 2020-12-14 04:33:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51916;2003096;2020124082; Januja Bhatnagar; 50/881; Dutt Ganj; Hazaribagh 194968; +91 8511002431; Sarthak Dhillon; 59/13; Mammen; Shahjahanpur-100062; +91 9440805257;1;8;145;3199; 2020-12-13 05:47:15;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51917;2003097;2020124545; Hemangini Sathe; 18/12; Ganguly Zila; Mau 651847; +91 7496293163; Ojasvi Rajagopalan; H.No. 714; Shanker Zila; Satna 130495; +91 8558741734;2;142;77;6281; 2020-12-13 04:36:43;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51918;2003098;2020123775; Zinal Roy; 87/561; Kala Nagar; Muzaffarpur 838567; +91 6191947832; Wahab Das; 28/87; Dhar Street; Hapur-017754; +91 9615022038;2;24;131;5507; 2020-12-13 03:53:17;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51919;2003099;2020120662; Kala Shere; 05/192; Mittal Path; Serampore-108194; +91 7034329954; Maya Pandit; 19/513; Sankaran Zila; Berhampore-412808; +91 7429552365;1;125;117;2253; 2020-12-12 19:44:51;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51920;2003100;2020122689; Indira Kala;37; Gandhi; Katni-563323; +91 6119137769; Aadhya Keer;38; Gaba Marg; Farrukhabad-258725; +91 8884137723;1;142;110;860; 2020-12-12 02:10:47;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51921;2003101;2020125189; Viraj Varty; H.No. 43; Lata Nagar; Anantapuram-582552; +91 8595262275; Manthan Lad;99; Yadav Nagar; Rampur-809763; +91 8038938263;1;145;135;5245; 2020-12-11 13:29:16;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51922;2003102;2020124924; Hritik Dutta;195; Patel Zila; Karaikudi 348741; +91 6246761190; Bachittar Trivedi;7; Anand Chowk; Anantapuram 826224; +91 8366217760;1;117;6;355; 2020-12-10 22:14:18;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51923;2003103;2020123883; Lila Sarna; 81/20; Gandhi Chowk; Vijayawada-257315; +91 7087326504; Mahika Boase;56; Oza Street; Narasaraopet 657103; +91 7873636744;2;148;11;1111; 2020-12-10 02:04:02;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51924;2003104;2020125283; Upasna Choudhury;132; Kashyap Street; Adoni 226924; +91 6081410982; Peter Batra;579; Sankaran Nagar; Munger-719731; +91 8632763297;2;56;121;1508; 2020-12-09 18:01:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51925;2003105;2020123666; Oeshi Sahni; H.No. 38; Bobal; Jamalpur 166322; +91 7696283316; Janani Bhargava; 38/139; Dhingra Road; Cuttack 187465; +91 7427152260;2;9;4;2982; 2020-12-09 10:38:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51926;2003106;2020123733; Qarin Ghosh; 66/30; Kibe Chowk; Gandhinagar 951232; +91 7821267467; Theodore Rajan;16; Gade Chowk; Mehsana 352014; +91 6061983206;2;119;24;6322; 2020-12-09 03:07:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51927;2003107;2020120950; Gaurang Banik;63; Korpal Ganj; Dehradun-092743; +91 7935546605; Tripti Peri; H.No. 31; Sabharwal Street; Berhampore-349950; +91 9368604844;1;66;123;6997; 2020-12-09 03:00:17;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51928;2003108;2020121454; Aarna Pal; H.No. 72; Rajagopalan Circle; Nagercoil 549633; +91 6246549601; Odika Sarin;50; Gupta Ganj; Bangalore-627123; +91 9299346058;1;48;62;4850; 2020-12-09 00:36:50;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51929;2003109;2020123120; Om Wadhwa;67; Lall Marg; Coimbatore 888787; +91 8390750409; Vyanjana Varkey; 01/382; Garde Path; Kalyan-Dombivli 322780; +91 6865118823;2;127;15;5979; 2020-12-08 23:08:06;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51930;2003110;2020125062; Xiti Mallick; H.No. 38; Halder; Tenali-152395; +91 9790676034; Jeremiah Kala; H.No. 449; Sama Zila; Machilipatnam 116632; +91 8332047905;2;145;54;2502; 2020-12-08 07:23:28;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51931;2003111;2020124235; Karan Sama; 46/11; Talwar Road; Latur 529302; +91 7641018017; Rohan Munshi; 63/52; Ramanathan Nagar; Maheshtala-214452; +91 6748297203;2;13;135;3125; 2020-12-07 05:02:59;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51932;2003112;2020121016; Jason Pillay; 17/562; Rama Ganj; Hazaribagh-786753; +91 9996971878; Oliver Pathak; H.No. 82; Solanki Road; Tenali-123210; +91 8186408905;1;121;1;6782; 2020-12-06 22:30:03;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51933;2003113;2020124064; Anthony Ram; 47/93; Mangat Path; Srikakulam-962185; +91 8484445674; Saanvi Datta;41; Talwar Nagar; Bulandshahr 976182; +91 6555380395;2;119;54;2701; 2020-12-06 20:08:28;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51934;2003114;2020120541; Mahika Sharma; H.No. 21; Oommen Chowk; Guntur-991274; +91 8330135427; Nikita Padmanabhan;27; Bahl Circle; Belgaum-672337; +91 6604717991;2;122;32;5893; 2020-12-06 12:08:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51935;2003115;2020120472; Tarak Vasa;760; Subramanian; Pali 602266; +91 8038526708; Advaith Saran; H.No. 548; Sha Road; Sangli-Miraj & Kupwad 477207; +91 6642676841;1;105;130;1646; 2020-12-05 23:14:29;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51936;2003116;2020123653; Yatan Iyer;74; Kari Path; Varanasi 294785; +91 9972040091; Saksham Dara;7; Mandal Road; Solapur-073112; +91 8698497167;1;34;92;4248; 2020-12-05 18:49:45;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51937;2003117;2020122868; Osha Gara; H.No. 483; Srinivasan Path; Kumbakonam-642803; +91 8767446068; Ronith Rai; H.No. 435; Khanna Ganj; Avadi 078711; +91 8351356128;2;69;108;1155; 2020-12-05 08:30:58;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51938;2003118;2020125168; Anita Mohanty;56; Banerjee; Kirari Suleman Nagar 902872; +91 9011722079; Nihal Vyas; 21/27; Pau Ganj; Bellary-022261; +91 8190452797;1;104;142;952; 2020-12-05 06:22:30;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51939;2003119;2020124674; Farhan Devi; H.No. 660; Koshy Circle; Bathinda 694647; +91 7099917586; Ganga Minhas; H.No. 618; Lalla Nagar; Nagaon-267204; +91 9990348450;2;147;79;5610; 2020-12-04 18:05:38;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51940;2003120;2020120626; Aarini Balan; H.No. 276; Pai Ganj; Kumbakonam-269188; +91 8170814771; Garima Sachar;450; DÃ¯Â¿Â½Alia Street; Hospet-271082; +91 7447256117;1;54;133;2427; 2020-12-04 16:02:38;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51941;2003121;2020125112; Chaitaly Mall; H.No. 29; Bath Street; Firozabad 571990; +91 7725107902; Henry Bhattacharyya; 05/426; Sur; Motihari 855768; +91 9811727252;2;84;60;4217; 2020-12-04 06:41:35;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51942;2003122;2020121375; Jagdish Bhandari; 43/91; Thaman Chowk; Firozabad 287437; +91 6754762920; Mohini Pillai; H.No. 413; Dube Street; Gandhinagar 954983; +91 7003850519;1;11;89;1916; 2020-12-03 21:58:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51943;2003123;2020122565; Tarak Sabharwal; 30/866; Madan; Baranagar 136201; +91 8898793848; Tanveer Chada;71; Parmer; Pune 189415; +91 9796138377;2;5;30;4970; 2020-12-03 07:56:29;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51944;2003124;2020123141; Quincy Dalal; 62/10; Dhingra; Jamshedpur-834308; +91 8816592725; Widisha Mukherjee; H.No. 85; Ganguly Marg; Srinagar 539971; +91 7386393039;1;122;22;3584; 2020-12-03 04:37:26;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51945;2003125;2020124971; Yashawini Dani; H.No. 287; Mangat; Chandrapur 092324; +91 7094287284; Amrita Issac; 58/709; Prashad Circle; Warangal-136184; +91 7159132564;1;129;107;5204; 2020-12-02 08:02:25;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51946;2003126;2020122041; Tanveer Buch; H.No. 981; Jain; Udupi 874282; +91 7671395898; Charan Prabhu; 20/547; Bal Zila; Navi Mumbai 526582; +91 7638475585;2;43;54;3850; 2020-12-02 08:00:03;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51947;2003127;2020121340; Leela Biswas;368; Karnik Street; Thanjavur 582226; +91 6274884550; Bimala Mishra;15; Bhatt Marg; Ujjain 662987; +91 9636158009;2;105;92;6849; 2020-12-01 23:36:41;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51948;2003128;2020124360; Vihaan Batra;483; Chada Nagar; Nellore-004375; +91 7342179759; Aradhana Andra;886; Roy Street; Bhalswa Jahangir Pur 885841; +91 7850395103;2;13;45;2593; 2020-12-01 21:02:28;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51949;2003129;2020124330; Mason Parmar;31; Khatri; Bhatpara 405122; +91 9390330395; Anusha Goel; 24/56; Bandi Circle; Guwahati-953131; +91 9171494497;1;57;147;5724; 2020-12-01 15:36:12;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51950;2003130;2020124471; Warda Sen;46; Oza Zila; Aurangabad 227512; +91 7321497731; Samesh Mani; H.No. 962; Butala Nagar; Mau 883358; +91 8326646604;2;56;133;2087; 2020-12-01 07:43:22;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51951;2003131;2020123315; Hamsini Kaur; H.No. 19; Peri Nagar; Gangtok-453863; +91 8394708425; Lila Chacko; H.No. 103; Chander Zila; Mehsana 455779; +91 8131343094;1;133;14;2809; 2020-12-01 05:38:26;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51952;2003132;2020122685; Caleb Walla; H.No. 87; Mani Zila; Junagadh 997102; +91 8568914918; Tanay Dash; 88/138; Yohannan Circle; Nanded-472684; +91 8548728873;2;78;131;2889; 2020-12-01 00:18:29;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
51953;2003133;2020114732; Samuel Sekhon; H.No. 95; Buch Path; Mathura-886701; +91 6895068355; Rachita Lall;15; Bumb Zila; Ghaziabad-977662; +91 9820020483;1;129;128;4165; 2020-11-30 10:18:03;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
